SEX,AGER,EDUR,DEM02A,DEM02B,DEM02C,DEM02D,DEM02E,DEM02F,DEM02G,vahy,vlna
1,6,4,4,4,1,3,2,4,4,.969665308017074,26
1,6,4,3,2,3,2,2,2,1,.303001839521044,26
1,6,4,2,2,4,3,2,2,3,1.08122946693965,26
1,6,4,4,5,5,5,2,4,3,.45260930395406,26
1,6,4,3,3,3,3,2,1,2,.310822434832179,26
2,6,4,4,4,1,2,1,3,3,1.10888771391621,26
2,6,4,2,2,4,3,3,2,2,.627360507656915,26
2,6,4,4,3,1,2,2,3,4,.301474557397609,26
2,6,4,3,2,3,3,3,2,2,.627360507656915,26
2,6,4,3,3,2,5,3,2,5,.301474557397609,26
2,6,4,4,4,1,5,1,4,3,.806092053915297,26
2,6,4,4,4,1,3,1,3,4,.301474557397609,26
2,6,4,3,3,2,3,2,3,2,.301474557397609,26
2,6,4,3,2,3,4,3,1,4,1.15058355998228,26
2,6,4,4,3,2,3,3,4,4,1.37528265129939,26
2,6,4,4,4,1,4,1,2,2,2.37830769971543,26
2,6,4,3,4,2,3,2,3,3,1.77284266914528,26
2,6,4,3,3,3,3,3,4,2,.319255122850494,26
2,6,4,3,3,2,2,2,4,3,.301474557397609,26
